Id,SalePrice
1348,157366.08566777527
2465,190994.36977233062
387,225299.72968883498
873,205629.2578048084
1918,113585.87353840924
2764,227800.4762003469
2184,125331.62811498714
934,152239.2013385442
1920,132689.81785405937
2631,141010.21831239903
1768,714892.1139553415
2040,127299.64066990005
1749,217487.31018915636
834,212483.5004734678
1457,251769.44446768455
79,123546.6067825224
2302,115102.39589982128
1817,136844.2113928841
2755,249996.69803122187
359,167714.72812891853
2059,118796.58131639246
2092,244285.578310663
2516,238535.733914323
150,113914.88260440131
1656,146551.26784672088
83,109210.12684399816
2411,188512.96483694782
795,86688.64346992943
2312,242720.48398244125
2917,97025.09377561335
1624,181856.81631302487
2215,278635.2512145903
1211,143494.9027793297
1485,155337.0002029816
1024,176166.15471576084
570,199239.6218244169
2874,137653.48861607496
700,157713.83674504512
2756,223573.47283305848
2022,178570.2690630427
583,207570.46336793082
2392,369883.2927660943
2424,208289.1182487903
212,113332.61310630558
736,128815.34358309724
1610,163265.49020654795
890,129365.82166261916
467,173653.25440081776
578,226723.20451909397
1747,174083.56623157047
1149,172730.36307815416
2758,239340.5491069731
857,124112.45016490828
2219,271585.7056022866
733,111235.75668959208
2909,126036.35836512064
1798,261403.46008982742
235,120459.64431859381
2366,139718.99150261437
1027,126635.13363365753
1195,131583.85080895823
1303,64623.95003952549
148,166414.63874956543
608,144894.62969006336
2515,181462.95771045607
821,303646.8110152442
2500,273009.2186787905
745,121131.17767273985
741,136955.599133387
1611,127379.37763731068
2532,121867.47367015647
1081,223193.48034668827
1692,464563.1013228082
2520,182892.3771466231
276,109554.75985763065
1992,133856.29116086822
663,65315.45943179181
418,131881.5787836859
1733,179549.24122821513
2359,138635.1774466985
253,197149.55119188735
1518,167961.866770718
2035,136275.42029929935
2919,94588.4696836538
1540,212462.7013999222
2120,147848.08721284184
1674,191801.8139432053
256,137673.48922252905
2361,106117.413193778
978,96988.13973526338
2280,173077.34672585948
2095,225910.96827760848
1709,327332.039879082
2801,228373.89106600004
1246,108092.30410082673
2373,116284.902896558
1055,285233.572083255
2017,122479.93668953492
1099,271039.92001505743
1344,97488.01338005284
835,175154.87207725475
1117,230066.6299334338
2043,88703.89132005253
2085,130177.15639088233
410,155256.1683875131
2650,112581.5106257285
2867,147826.03756882437
1668,118907.98280543776
1161,171978.5386839213
2122,173436.68606077053
2539,134888.69912895304
1047,145676.29144922827
1445,125803.22821721018
541,138788.25945277733
569,242155.6594703698
1276,123554.97512333802
918,130726.94198709144
326,164326.4958381788
1936,126511.6551395084
895,103073.46723468421
257,140434.46255270208
1241,174350.5443387679
1545,123672.20040405406
1189,172636.87098904164
270,151171.67447234105
2066,208845.95838590417
693,114147.62302220879
1259,138328.46150518124
2916,145144.6287690297
2321,294132.08081420645
1977,105040.9009871917
1895,152351.056502854
1240,151468.12407000424
85,148089.0256157573
1823,122524.52911267395
825,292060.927711001
110,218376.2281904055
697,126420.49823577565
2297,102682.14465757468
1231,132328.24615612504
1355,130723.31497275089
968,368065.7787559787
584,208026.72253554082
1315,120640.57973105682
1606,137366.52148907568
206,118078.39319650862
1685,355244.44301645283
2016,133269.6741499094
869,214819.75261868915
2135,124973.83064541087
2346,164285.117961972
2430,223939.8431930354
2198,96460.07329355342
2652,119507.75500799708
27,119888.21016505815
241,176285.5983784928
906,114246.85901309429
1506,112454.52393869583
2098,387218.2776312977
1435,206590.1110061185
2213,112972.89264720162
1274,128534.62858469698
743,67928.26690686379
1737,202902.88946270535
2797,271029.20936375717
2185,82610.88658265733
58,164469.49443359333
830,197473.29848857783
808,123671.67022426962
680,156705.0308810803
1153,114563.01321220327
1291,144840.8743938204
1818,142610.02166259868
2161,185815.67904031355
1883,126080.88122543618
350,368170.1550290129
2473,149377.4110238626
295,171837.5811562805
293,191785.64059760203
859,115052.94078896448
288,85810.36876487307
1578,151453.90421346028
102,177761.57306709536
2831,187874.7815884176
1030,163754.99413449102
2551,132899.1392971732
1286,143103.57949638637
958,317852.063450053
776,123348.98600993998
72,218005.96266474415
2263,254935.37630567118
1866,143577.97646483913
2876,82515.09098020883
2146,268710.48812316835
103,171787.8490161585
1500,155416.89750219462
492,177000.79374563578
167,137366.92082025704
2597,121158.49442480897
2685,111660.21711585752
1035,143447.48529063797
1220,74625.48675874976
2602,130928.80135036362
2159,215158.4924070821
695,139831.27326983903
1109,242840.04314543292
640,172574.81257137487
1652,144968.1487592949
2090,180620.56033602622
1188,189860.27378538542
2345,223478.05882841052
1059,435159.35116622236
2751,243944.1963749304
128,207687.69778788058
1523,149180.73231686009
2925,145396.94917695236
2145,318341.30901648273
1121,220971.6865521843
566,329596.54588638275
565,207298.2185938973
1331,134116.48538854066
2928,119461.00913141517
156,138324.88795361904
797,146712.06763158576
327,108681.04856921242
2859,131955.70376127603
1453,110964.7847425778
1762,350031.17664624983
1868,190355.44991083577
1760,174278.30937826194
1113,254252.85107268332
1812,192817.80279806085
117,155962.03756874774
1142,212385.5310868587
2342,372559.5072923392
927,122908.77763322328
2478,188012.20800930806
655,93054.26325622638
2064,118341.0835848403
369,234365.8783426328
2239,118108.114265072
2732,205842.9352862198
1653,168329.44050317787
959,211312.3594022934
2395,351422.1394009793
1412,108846.23281571882
271,255583.89972446382
1484,151564.80263760453
1497,160009.83189035038
552,146289.9267904106
2,119296.91921666834
1855,298464.8417890046
4,278625.08076495107
2292,152688.31352793376
134,141427.25443349636
646,112100.47305880285
42,329390.41370473435
532,225071.05515236905
713,107037.31759021513
2561,128211.67538015757
2360,135654.2347193876
1333,128528.36146859956
1407,181320.77196559292
2892,273673.9370028125
574,227784.419894803
1227,176949.81560023187
2591,211329.94824815044
1476,210189.53883298204
1125,274146.2750212126
1446,126961.16045812596
408,120018.63620007192
1101,279708.7560818855
2251,195978.89014367314
373,183379.91687987463
2554,113955.34968533741
2382,268936.54467375134
1985,90163.37715031506
519,215531.5026226302
1093,190141.95373853805
864,258782.24155556184
2889,145241.03187412088
2308,189894.28886262237
986,147858.45452182833
1302,139048.11459841282
585,141347.16272988074
2708,145044.14559308963
147,135277.39430367996
1441,218210.4515969116
383,160751.75798356527
285,155754.62093324077
181,120684.1031046286
358,163769.65536662034
780,157083.43693648273
258,185638.1838741707
1865,205827.30554528668
692,132733.50197204074
2902,328920.5869459647
508,280735.76109038363
2638,143815.62869766762
36,149857.83600471227
611,165223.90279312606
2281,121229.72837544046
1678,141208.0749251785
1696,504885.15283278265
1557,96701.85963303485
2180,153623.93068137954
1726,221322.42624750908
951,128760.8786022035
267,237331.0197963031
2706,136944.8175917219
2221,207405.85011200895
1357,158288.28297172175
2901,312440.1868018937
347,174976.05782681127
2164,188533.89783738434
1586,300534.9778133264
360,164077.07565007854
1769,210057.54754104832
2617,145606.02643266143
1879,150205.80768936756
991,200811.71600755726
1535,119708.65751797671
1191,154242.03545401766
1579,202726.28085303953
1882,137645.81701581937
1510,124774.81771532734
2196,145912.25242350274
1845,172148.8439699216
2336,409177.2024408252
942,102166.06596783378
861,129362.09282431813
2555,106399.82028451694
1392,147013.68825001747
2099,275267.39906129317
1543,129099.12097835666
948,279950.48318732245
1239,160118.93586770064
22,169893.12588162156
2796,251124.14613189895
2747,172524.30202667645
92,290903.0179550579
210,156648.19302437553
1858,208627.0774433211
2228,170725.89000621063
447,229304.43034838952
827,237345.57915533174
1649,212437.46947639852
682,133285.79863272747
2698,117793.45781567931
494,159025.34951910222
214,110273.67649615993
2441,256179.5122416694
2679,108635.33594213954
1336,123089.66118733073
465,182844.77994514455
1524,119803.23086532496
2543,115383.46253612035
631,132772.55651157902
2452,311809.9247546032
228,146765.3778802076
126,144519.66058906133
1092,206492.6023492232
1122,220933.9852599951
932,186900.70699649514
1980,100322.95819177809
2171,119534.05277108068
551,151816.6631676144
2768,167208.86750109596
2056,119309.40918643613
1159,371254.29809644795
2645,128969.95192063722
1174,171842.17205445364
2266,207557.57868140977
2462,420075.9378353853
1219,143115.22430300887
2922,179974.87514711515
118,146090.57303712258
474,183452.82959804178
2576,156507.87907739135
872,290371.3379864176
1077,219706.25723293814
1536,139712.32691267456
1150,123800.57540432992
2341,289637.8800974267
1931,145115.53052412297
2785,124213.57806738681
2538,126329.43568950993
597,198676.01585047902
464,192094.36717557465
233,224080.7933393914
2169,124704.16867005214
2123,158160.08639828285
1867,175716.21286798018
137,257494.0776698523
515,213142.6429508348
933,124742.83633875076
2784,149997.9290235322
972,181314.58710211108
599,148785.63120150697
2614,122046.57516304415
2582,134444.55709632876
1409,159472.67452991774
175,103082.24183433985
352,214745.1425986571
976,106573.73264993752
2134,199874.13946046476
984,107240.45519875608
2396,349617.6252656125
1673,149391.63829125185
404,133247.40068287743
607,169512.6030925222
814,172118.545090963
868,200547.72438012366
2271,213761.72716500703
1633,235459.44872673173
337,207264.0162610738
2765,160736.75525158498
1746,229138.8070080886
368,347921.9839866345
2806,206718.92014071177
1662,166363.25213445793
1234,206064.11752992755
1373,130036.88223521257
1672,111201.31476009158
1939,112826.221470182
